,Industry,businessOverview,cleanGeo,cleanName,des,description,symbol,divDate,assetType,lastPrice,52WkHigh,52WkLow,low52,marketCap,dividendPayDate,beta,currentRatio,divGrowthRate3Year,divYield,dividendAmount,dividendDate,dividendPayAmount,dividendYield,epsChange,epsChangePercentTTM,epsChangeYear,epsTTM,grossMarginMRQ,grossMarginTTM,high52,interestCoverage,ltDebtToEquity,netProfitMarginMRQ,netProfitMarginTTM,operatingMarginMRQ,operatingMarginTTM,pbRatio,pcfRatio,peRatio,pegRatio,prRatio,quickRatio,returnOnAssets,returnOnEquity,returnOnInvestment,revChangeTTM,sharesOutstanding,shortIntDayToCover,shortIntToFloat,totalDebtToCapital,totalDebtToEquity,totalVolume,vol10DayAvg,vol1DayAvg,vol3MonthAvg,volatility
1363,Software & IT Services,"KnowBe4, Inc. (KnowBe4) is a security awareness training and simulated phishing company. The Company offers security awareness platform enabling organizations to assess, monitor and minimize the ongoing cybersecurity threat of social engineering attacks. The CompanyÕs platform is purpose-built to drive awareness, change human behavior and enable a security-minded culture that results in a reduction of social engineering risks. Its platform includes Security Awareness, Security Orchestration, Automation and Response (SOAR), and Governance, Risk and Compliance. Its products include Kevin Mitnick Security Awareness Training (KMSAT), PhishER and KnowBe4 Compliance Manager (KCM). It also provides free tools such as Phishing Tools, Security Awareness Training Tools, Password Tools, Email Security Tools and Malware Tools.",US,"KNOWBE4, INC.",-,-,KNBE,,EQUITY,18.96,29.5,13.78,13.78,3443.67, ,0.0,1.60417,0.0,0.0,0.0, ,0.0,0.0,0.0,144.308,118.4549,0.04223,86.49241,86.08715,29.5,0.0,0.0,4.14551,2.60241,3.48926,4.0983,14.5575,153.557,270.62761999999987,3.216211,11.90786,0.0,1.43402,3.6585,2.43394,39.62649,79672881.0,0.0,0.0,0.0,0.0,408801,491424.0,491420.0,22947950.0,0.0833
1364,Automobiles  Auto Parts,"REE Automotive Holdings, Inc., formerly 1X Capital Venture Acquisition Corp., is an automotive technology company. The Companys REEcorner technology combines traditional vehicle drive components such as steering, braking, suspension, powertrain and control into the arch of the wheel. The Company develops the electrical vehicle EV platform, which helps customers to create the range of EV and autonomous vehicles. Its segments include last mile delivery robo taxis, Mobility-as-a-Service MaaS, E-Shuttle and Mid mile delivery. The Company provides basis for urban delivery vehicles or two passengers autonomous Robotaxi applications. Its platform creates the blank canvas to build the MaaS vehicle for both autonomous and human-drive applications. The Companys EV platform technology accommodates medium-duty commercial vehicles, which includes shuttles and medium zero emission delivery trucks.",US,REE Automotive Ltd,-,REE Automotive Ltd. - Class A Ordinary Shares,REE,,EQUITY,1.1499,9.96,1.05,1.05,381.1165, ,0.0,11.87441,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.96,0.0,0.0,0.0,0.0,0.0,0.0,1.59917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239563002.0,0.0,0.0,0.0,0.0,1038908,1422459.0,1422460.0,24644030.0,0.3572
1365,Semiconductors  Semiconductor Equipment,"ASML Holding N.V. is a holding company. The Company is a manufacturer of chip-making equipment. The Company is engaged in the development, production, marketing, selling and servicing of semiconductor equipment systems, consisting of lithography systems. The Companys products include systems, and installed base products and services. The Companys principal operations are in the Netherlands, the United States and Asia. The Company offers TWINSCAN systems, equipped with lithography system with a mercury lamp as light source i-line, Krypton Fluoride KrF and Argon Fluoride ArF light sources for 3 millimeter processing wafers for manufacturing environments for which imaging at a small resolution is required. TWINSCAN systems also include immersion lithography systems TWINSCAN immersion systems. The Company also offers NXE systems, which are equipped with extreme ultraviolet EUV light source technology. The Company offers YieldStar, a wafer metrology system.",Europe,ASML,-,ASML Holding N.V. - New York Registry Shares,ASML,2022-05-03 00:00:00.000,EQUITY,521.0,895.93,412.67,412.67,223518.3,2022-08-04 00:00:00.000,1.2867,1.35515,0.0,1.43,7.8,2022-05-03 00:00:00.000,1.6903,1.43,0.0,21.07166,40.46748,13.95641,49.06546,51.10255,608.602249999998,153.0926,57.33468,25.71402,28.09481,30.44655,33.28765,28.60371,37.89477,39.06878,1.854091,11.60707,0.92015,18.05482,56.93272,29.67719,15.63903,406474472.0,0.0,0.0,36.44122,57.33468,795758,808269.0,808270.0,20890340.0,0.0518
1366,Communications  Networking,"Lumentum Holdings Inc. is a provider of optical and photonic products for a range of end market applications, including data communications Datacom and telecommunications Telecom networking and commercial lasers commercial lasers for manufacturing, inspection and life-science applications. The Company operates in two segments: Optical Communications OpComms and Commercial Lasers Lasers. The Companys OpComms products include a range of components, modules and subsystems to support and maintain customers in its two primary markets: Telecom and Datacom. The Companys Lasers products serve customers in markets and applications, such as manufacturing, biotechnology, graphics and imaging, remote sensing, and precision machining, such as drilling in printed circuit boards, wafer singulation and solar cell scribing. The Companys customers include original equipment manufacturers OEMs.",US,Lumentum Holdings,-,Lumentum Holdings Inc. - Common Stock,LITE,,EQUITY,91.57,108.9,73.97,73.97,6284.56, ,0.92063,4.3813,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,75.61426,2.66819,43.04667,46.04695,108.9,2.36226,78.192,8.2208,11.61392,13.12485,17.70991,3.35177,17.17093,34.63771,0.0,3.6696,4.03224,5.15699,10.33838,6.28168,0.0,69000000.0,0.0,0.0,50.01333,100.0533,794559,1057283.0,1057280.0,15899730.0,0.0
1367,Insurance,"Arthur J. Gallagher  Co. and its subsidiaries are engaged in providing insurance brokerage and consulting services, and third-party claims settlement and administration services to both domestic and international entities. The Company operates through three segments: brokerage, risk management and corporate. The brokerage segment primarily consists of retail and wholesale insurance brokerage operations. The brokerage segment operations provide brokerage and consulting services to businesses and organizations of all types, including commercial, not-for-profit and public entities. The risk management segment provides contract claim settlement and administration services for enterprises that choose to self-insure some or all of their propertycasualty coverages and for underwriting enterprises that choose to outsource some, or all of their propertycasualty claims departments. It also provides claims management, loss control consulting and insurance property appraisal services.",US,Arthur J,-,Arthur J. Gallagher  Co. Common Stock,AJG,2022-09-01 00:00:00.000,EQUITY,188.88,191.97,140.41,140.41,40111.07,2022-09-16 00:00:00.000,0.68593,1.05274,0.0,1.07,2.04,2022-09-01 00:00:00.000,0.51,1.07,0.0,11.03693,43.49491,4.95962,43.23544,40.77446,191.97,6.6517,63.13644,13.95497,12.61701,20.40627,17.23327,4.5528,24.14003,38.45053,3.483807,4.66994,0.0,3.1964,12.35179,6.73373,12.25951,210336000.0,0.0,0.0,42.11946,73.20831,1028029,818357.0,818360.0,16817360.0,0.0308
1368,Automobiles  Auto Parts,"HONDA MOTOR CO., LTD. is a Japan-based company principally engaged in the motorcycle business, the automobile business, the financial service business and the power product business. The Company operates in four business segments. The Motorcycle segment provides motorcycles, all-terrain vehicles ATVs, side-by-side vehicles. The Automobile segment provides automobiles and related parts. The Company produces a range of motorcycles, with engine displacement ranging from the 5 cubic centimeters class to the 1,8 cubic centimeters class. Its automobiles use gasoline engines of three, four or six cylinder, diesel engines, gasoline-electric hybrid systems and gasoline-electric plug-in hybrid systems. The Financial Service segment is engaged in the sales financing and leasing. The Power Product segment and Others segment provides power products and related parts.",Asia,Honda Motor Company,-,"Honda Motor Company, Ltd. Common Stock",HMC,,EQUITY,26.66,32.15,23.21,23.21,49498.34,2021-09-28 00:00:00.000,0.70049,1.469,0.0,0.0,0.0, ,0.24559,0.0,0.0,0.0,0.0,2.69614,19.98616,20.35834,32.15,0.0,44.787,4.27152,4.63943,5.80267,5.74548,0.5656,5.18274,10.03287,0.0,0.45801,1.13662,2.91301,6.17469,3.97825,1.14665,1811428430.0,0.0,0.0,41.91284,73.99664,1013036,1092737.0,1092740.0,25474060.0,0.0319
1369,Healthcare Equipment  Supplies,"Patterson Companies, Inc. is a value-added distributor focused on providing a customer experience to professionals in the dental and animal health markets. The Company operates through three segments: dental, animal health and corporate. Dental and Animal health are strategic business units that offer similar products and services to different customer bases. Dental provides a virtually complete range of consumable dental products, equipment and software and turnkey digital solutions. In addition it provides value-added services to dentists, dental laboratories, institutions and other healthcare professionals throughout North America. Animal health is a leading, full-line distributor of animal health products, services and technologies. Corporate segment is comprised of general and administrative expenses, including home office support costs in areas such as information technology, finance, legal, human resources and facilities.",US,Patterson Companies,-,"Patterson Companies, Inc. - Common Stock",PDCO,2022-07-21 00:00:00.000,EQUITY,29.2,35.29,26.51,26.51,2894.746,2022-08-05 00:00:00.000,1.22231,1.65312,0.0,3.5,1.04,2022-07-21 00:00:00.000,0.26,3.5,0.0,27.88165,119.4696,2.06291,21.25,20.59092,35.29,0.0,46.90076,3.86869,3.10358,4.44467,2.41564,2.76257,10.20333,14.41653,0.517062,0.44539,0.87963,7.34421,20.27142,11.91673,9.93458,96740000.0,0.0,0.0,33.17252,49.68474,792999,579308.0,579310.0,15385440.0,0.0
1370,Healthcare Equipment  Supplies,"Dexcom, Inc. is a medical device company. The Company is primarily focused on the design, development and commercialization of continuous glucose monitoring CGM systems for use by people with diabetes and by healthcare providers. Its products include Dexcom G6 and Dexcom Share. The G6 is a CGM system that can be used as part of an integrated system with other compatible medical devices and electronic interfaces, which may include automated insulin dosing systems, insulin pumps, blood glucose meters or other electronic devices used for diabetes management. Its Dexcom Share remote monitoring system, offered for use with its Dexcom system, uses an app on the patients iPhone, iPod touch, iPad or Android mobile device to securely and wirelessly transmit glucose information to the cloud and then to apps on the mobile devices of up to five designated recipients, who can remotely monitor a patients glucose information and receive alert notifications.",US,DexCom,-,"DexCom, Inc. - Common Stock",DXCM,,EQUITY,84.4,164.8632,66.8924,66.8924,33412.64, ,1.02747,4.71958,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.47407,64.56478,67.15045,164.8632,45.29412,89.9242,7.31112,7.46989,11.06004,8.81649,14.81191,98.94177,179.5305,0.0,12.49818,4.29888,4.10855,9.38991,4.80423,23.20383,392581776.0,0.0,0.0,47.34742,89.9242,2594104,2710924.0,2710920.0,70789810.0,0.0373
1371,Hotels  Entertainment Services,"Texas Roadhouse, Inc. is a restaurant company, which operates in the casual dining segment. The Company offers an assortment of seasoned and aged steaks, all cooked over open grills and all but one hand cut daily on the premises. Its restaurants offer a range of menu items at prices that are designed to appeal to a range of consumer tastes. The Company also offers its guests a selection of ribs, fish, seafood, chicken, pork chops, pulled pork and vegetable plates, and an assortment of hamburgers, salads and sandwiches. The Company offers an assortment of wings, sandwiches, pizzas and burgers, including its bacon grind patty. In addition, the Company also offers its guests a selection of chicken, beef, fish and seafood. Other menu items include specialty appetizers, such as the Cactus Blossom and Rattlesnake Bites. As of December 27, 216, the Company had 23 franchisees that operated 86 Texas Roadhouse restaurants in 23 states and six foreign countries.",US,Texas Roadhouse,-,"Texas Roadhouse, Inc. - Common Stock",TXRH,2022-09-06 00:00:00.000,EQUITY,89.77,97.43,68.58,68.58,6145.162,2022-09-23 00:00:00.000,1.00278,0.53163,0.0,2.0,1.84,2022-09-06 00:00:00.000,0.46,2.0,0.0,36.1531,0.0,3.65921,66.12932,65.73448,97.43,0.0,7.98814,7.2747,6.90628,8.38547,8.01227,6.54511,15.63233,25.12018,0.694828,1.62716,0.4714,10.9345,25.51056,13.97988,27.21931,66853372.0,0.0,0.0,7.2885,7.98814,660920,704687.0,704690.0,20772110.0,0.0464
1372,Oil  Gas,"PDC Energy, Inc. is an independent exploration and production company. The Company produces, develops, acquires and explores for crude oil, natural gas and natural gas liquids NGLs with operations in the Wattenberg Field in Colorado and the Utica Shale in southeastern Ohio. The Company operates through two segments: Oil and Gas Exploration and Production, and Gas Marketing. The Companys Oil and Gas Exploration and Production segment includes all of its crude oil and natural gas properties. The Companys Gas Marketing segment purchases, aggregates and resells natural gas. The Companys operations in the Wattenberg Field are focused on the horizontal Niobrara and Codell plays. Its Delaware Basin operations are focused in the Wolfcamp zones and its Ohio operations are focused in the Utica Shale play.",US,PDC Energy,-,"PDC Energy, Inc. - Common Stock",PDCE,2022-06-08 00:00:00.000,EQUITY,64.36,89.22,34.52,34.52,6139.578,2022-06-23 00:00:00.000,2.61427,0.4197,0.0,2.2,1.4,2022-06-08 00:00:00.000,0.35,2.2,0.0,1040.431,868.3271,12.64156,86.00744,82.80817,89.22,40.34518,49.04892,58.18061,44.66488,62.15728,49.05692,1.78035,3.20248,5.04289,0.004847,2.19589,0.0,18.76459,42.07828,24.31952,168.1485,99272727.0,0.0,0.0,32.93472,49.10844,950575,1154527.0,1154530.0,34344510.0,0.0
1373,Freight  Logistics Services,"Frontier Group Holdings, Inc. is a holding company. The Company operates through its subsidiary Frontier Airlines, is an ultra-low-cost carrier company. The Company offers flights throughout the United States and to select near international destinations in the Americas. The Company provides low-fare passenger airline service primarily to visiting friends and relatives VFR and leisure travelers. The Company provides The Works, an option that includes a guaranteed seat assignment, carry-on and checked baggage, ticket refund ability and changes, and priority boarding.",US,Frontier Group Holdings,-,"Frontier Group Holdings, Inc. - Common Stock",ULCC,,EQUITY,12.6,17.5,8.19,8.19,2847.217, ,0.0,0.61548,0.0,0.0,0.0, ,0.0,0.0,0.0,46.53615,0.0,0.0,48.51485,48.34726,17.5,0.0,49.76526,1.43014,0.0,0.77008,0.0,6.68356,0.0,0.0,0.0,1.03422,0.0,0.0,0.0,0.0,106.5266,217677142.0,0.0,0.0,46.68335,87.55869,1080851,1244228.0,1244230.0,53721840.0,0.041
1374,Biotechnology  Medical Research,"Kezar Life Sciences, Inc. is a clinical-stage biopharmaceutical company.",US,Kezar Life Sciences,-,"Kezar Life Sciences, Inc. - Common Stock",KZR,,EQUITY,10.43,18.55,4.305,4.305,692.5833, ,0.16363,27.5506015,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.55,0.0,3.27141,0.0,0.0,0.0,0.0,2.32813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60415586.0,0.0,0.0,3.16778,3.27141,691833,784761.0,784760.0,45367770.0,0.0685
